,meter_id,interval_date_time,energy_wh
0,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T12:00:00.000Z,539.0
1,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T13:15:00.000Z,143.4
2,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T06:30:00.000Z,990.4
3,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T06:30:00.000Z,77.7
4,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T14:15:00.000Z,186.4
5,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T18:45:00.000Z,312.7
6,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T20:30:00.000Z,242.6
7,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T18:30:00.000Z,271.7
8,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T16:15:00.000Z,129.9
9,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T00:45:00.000Z,176.5
10,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T17:30:00.000Z,666.7
11,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T21:00:00.000Z,1266.2
12,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T11:15:00.000Z,87.6
13,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T02:00:00.000Z,157.6
14,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T07:30:00.000Z,191.0
15,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T23:15:00.000Z,504.7
16,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T08:15:00.000Z,327.1
17,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T14:30:00.000Z,130.7
18,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T10:30:00.000Z,169.9
19,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T04:15:00.000Z,101.6
20,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T14:00:00.000Z,654.0
21,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T13:15:00.000Z,124.6
22,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T02:45:00.000Z,114.7
23,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T13:00:00.000Z,436.5
24,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T08:30:00.000Z,253.6
25,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T12:45:00.000Z,798.0
26,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T11:00:00.000Z,529.1
27,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T00:30:00.000Z,174.3
28,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T14:15:00.000Z,494.5
29,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T15:30:00.000Z,211.0
30,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T15:45:00.000Z,946.6
31,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T01:00:00.000Z,193.0
32,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T03:15:00.000Z,158.7
33,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T05:00:00.000Z,81.8
34,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T00:30:00.000Z,1190.7
35,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T06:00:00.000Z,143.0
36,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T07:15:00.000Z,473.0
37,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T17:30:00.000Z,789.1
38,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T03:15:00.000Z,87.5
39,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T07:45:00.000Z,235.4
40,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T17:45:00.000Z,791.5
41,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T10:30:00.000Z,189.7
42,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T16:30:00.000Z,193.5
43,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T03:15:00.000Z,117.6
44,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T16:45:00.000Z,566.0
45,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T04:15:00.000Z,625.6
46,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T14:15:00.000Z,1044.7
47,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T15:45:00.000Z,288.0
48,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T08:45:00.000Z,230.8
49,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T10:30:00.000Z,281.6
50,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T17:00:00.000Z,172.0
51,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T17:45:00.000Z,363.1
52,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T10:15:00.000Z,857.0
53,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T03:30:00.000Z,108.2
54,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T06:00:00.000Z,106.4
55,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T03:45:00.000Z,110.5
56,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T00:00:00.000Z,163.9
57,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-02T12:30:00.000Z,0.0
58,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T05:30:00.000Z,497.5
59,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T03:15:00.000Z,513.8
60,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-05T21:45:00.000Z,497.0
61,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T01:45:00.000Z,932.5
62,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-04T13:00:00.000Z,0.0
63,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T20:15:00.000Z,1335.3
64,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T05:45:00.000Z,497.5
65,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T16:45:00.000Z,561.3
66,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-01T12:45:00.000Z,0.3
67,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-01T09:30:00.000Z,0.0
68,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-02T16:45:00.000Z,232.5
69,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-07T14:00:00.000Z,0.0
70,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-04T19:15:00.000Z,658.8
71,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-05T23:15:00.000Z,791.8
72,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-07T09:00:00.000Z,0.0
73,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-02T00:15:00.000Z,666.0
74,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-06T15:30:00.000Z,0.0
75,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-05T09:15:00.000Z,98.8
76,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T00:15:00.000Z,314.3
77,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-06T12:00:00.000Z,0.0
78,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T06:30:00.000Z,218.3
79,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-05T16:45:00.000Z,87.0
80,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-01T07:15:00.000Z,0.0
81,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-07T20:15:00.000Z,715.3
82,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-06T22:30:00.000Z,300.3
83,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-03T07:00:00.000Z,114.3
84,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-06T06:45:00.000Z,6.0
85,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-04T02:45:00.000Z,309.3
86,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-05T01:30:00.000Z,710.5
87,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-02T05:45:00.000Z,120.0
88,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-06T03:00:00.000Z,247.0
89,a55b578f-5bbf-4a46-a83c-1d911ed1ff95,2020-06-04T10:15:00.000Z,0.0
