,meter_id,interval_date_time,energy_wh
0,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T02:30:00.000Z,81.0
1,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T07:00:00.000Z,96.1
2,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T11:15:00.000Z,1879.0
3,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T23:00:00.000Z,546.9
4,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T03:30:00.000Z,101.7
5,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T15:30:00.000Z,129.8
6,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T22:30:00.000Z,664.3
7,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T22:30:00.000Z,289.1
8,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T06:30:00.000Z,123.8
9,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T13:30:00.000Z,436.0
10,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T11:15:00.000Z,197.5
11,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T23:00:00.000Z,432.1
12,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T08:45:00.000Z,812.8
13,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T14:30:00.000Z,575.0
14,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T19:45:00.000Z,220.1
15,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T12:30:00.000Z,118.7
16,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T06:45:00.000Z,153.1
17,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T09:00:00.000Z,387.4
18,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T16:30:00.000Z,380.3
19,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T01:00:00.000Z,113.6
20,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T04:30:00.000Z,84.0
21,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T05:30:00.000Z,99.1
22,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T08:30:00.000Z,868.1
23,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T01:15:00.000Z,138.2
24,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T15:15:00.000Z,173.1
25,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T15:30:00.000Z,125.4
26,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T05:00:00.000Z,143.3
27,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T16:15:00.000Z,477.4
28,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T17:45:00.000Z,797.7
29,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T13:15:00.000Z,130.9
30,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T20:45:00.000Z,213.2
31,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T00:45:00.000Z,119.0
32,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T14:00:00.000Z,159.3
33,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T16:00:00.000Z,645.3
34,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T03:30:00.000Z,147.1
35,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T08:30:00.000Z,273.4
36,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T16:00:00.000Z,129.9
37,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T09:45:00.000Z,367.7
38,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T10:45:00.000Z,135.9
39,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T16:00:00.000Z,110.2
