,meter_id,interval_date_time,energy_wh
0,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T09:45:00.000Z,340.1
1,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T08:00:00.000Z,211.6
2,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T18:30:00.000Z,172.8
3,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T02:15:00.000Z,138.6
4,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T02:15:00.000Z,103.7
5,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T10:00:00.000Z,227.8
6,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T11:30:00.000Z,1518.5
7,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T17:15:00.000Z,85.0
8,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T13:45:00.000Z,128.2
9,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T18:45:00.000Z,763.2
10,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T07:15:00.000Z,203.5
11,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T15:15:00.000Z,535.4
12,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T05:30:00.000Z,107.6
13,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T06:45:00.000Z,106.6
14,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T21:15:00.000Z,255.9
15,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T10:00:00.000Z,1391.1
16,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T12:30:00.000Z,146.2
17,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T14:45:00.000Z,726.8
18,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T17:30:00.000Z,991.3
19,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T00:45:00.000Z,651.5
20,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T10:15:00.000Z,250.8
21,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T03:30:00.000Z,94.9
22,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T02:45:00.000Z,110.9
23,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T07:30:00.000Z,552.4
24,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T06:15:00.000Z,91.8
25,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T12:00:00.000Z,939.9
26,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T00:00:00.000Z,160.6
27,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-01T01:15:00.000Z,104.9
28,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T05:15:00.000Z,98.3
29,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T11:30:00.000Z,89.2
30,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T12:15:00.000Z,465.5
31,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T22:00:00.000Z,474.6
32,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T11:45:00.000Z,164.7
33,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-03T01:30:00.000Z,123.4
34,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-07T16:45:00.000Z,903.7
35,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T09:15:00.000Z,245.9
36,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-04T14:45:00.000Z,218.5
37,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T13:45:00.000Z,190.9
38,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-02T07:30:00.000Z,413.1
39,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T14:30:00.000Z,1208.3
40,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-05T18:00:00.000Z,593.0
41,475bd821-23e6-4634-83c3-d85aa0c548c9,2020-06-06T23:45:00.000Z,1566.4
